Ementa,Assunto
"Solicito reparos necessários na tampa de bueiro localizada na Rua Araci Vaz Callado, nas proximidades do número 2159, no bairro Canto.",Rede de esgotamento sanitário
"Solicito reparos urgentes no trecho da Rua Luiz Gonzaga Valente, nas proximidades do número 847, no bairro Capoeiras.",Manutenção da infraestrutura viária
"Solicito recuperação do pavimento asfáltico na Rua Maria Júlia Ramos e Souza, nas proximidades do número 502, no bairro Capoeiras.",Manutenção da infraestrutura viária
Solicita pavimentação asfáltica da Rua Luiz Gonzaga Valente no bairro Capoeiras.,Manutenção da infraestrutura viária
"Serviços de pavimentação asfáltica na Rua José Abreu, localizada no bairro Canto.",Manutenção da infraestrutura viária
"Solicitar providências para a pavimentação asfáltica da Rua Casemiro de Abreu, situada no bairro Balneário, nas proximidades da praia.",Manutenção da infraestrutura viária
"Solicita o envio de expediente ao Chefe do Poder Executivo, sugerindo ampliar as passagens destinadas a pedestres e ciclistas nas travessias entre as vias da Avenida Beira-Mar Norte",Infraestrutura cicloviária
"Indicação reiterada de reforma e melhorias urgentes na infraestrutura da EBM Mâncio Costa, no Bairro Ratones.",Manutenção da estrutura escolar
Indicação reiterada para manutenção na infraestrutura da EBM Adotiva Liberato Valentim.,Manutenção da estrutura escolar
"Indicação reiterada de reparo da irregularidade no pavimento na R. Cândido Pereira dos Anjos, nº 1361.",Manutenção da infraestrutura viária
"Moção de Aplausos à Isabela Vitória Balastrelli pela conquista do título europeu de JiuJistu, ocorrido no dia 18 de maio de 2025.",Moção de aplausos
"Solicito que a CELESC envie equipe técnica ao local para avaliação e, se necessário, execução da poda preventiva, a fim de evitar acidentes e interrupções no serviço de energia elétrica.",Limpeza Urbana
"Requer-se informações sobre o projeto de Revitalização/Construção de Praça na Rua Abel Álvares Cabral Júnior, localizada no Bairro Ingleses",Criação e manutenção de área de lazer e atividade física
Concede Medalha Manezinho da Ilha Aldírio Simões ao senhor Murilo Valente,Medalha Manezinho da Ilha Aldírio Simões
CONCEDE MEDALHA DO MÉRITO DESPORTIVO MIGUEL LIVRAMENTO AO SENHOR “LUCIANO MERCINDO SILVEIRA”.,Medalha do Mérito Desportivo Miguel Livramento
Indicação reiterada de pavimentação e recuperação da Servidão Luiz Romagnoli - Santo Antônio de Lisboa.,Manutenção da infraestrutura viária
"Solicitação de Travessia Elevada ou lombada na Avenida Prefeito Acácio Garibaldi Santhiago, nº 296 - Joaquina.",Organização do trânsito
"Solicita a manutenção do pontilhão de acesso ao PACUCA, localizado na Avenida Pequeno Príncipe, no bairro Campeche",Manutenção da infraestrutura viária
"Indica reforço da sinalização horizontal amarela e a instalação de placa indicativa na área de giro de ônibus localizada na Rua Lauro Linhares, no bairro Trindade",Organização do trânsito
"Solicitar pavimentação asfáltica na Travessa Antonio Theodoro da Silva, localizada no bairro Monte Cristo.",Manutenção da infraestrutura viária
Indica Reparos na área externa do Centro de Saúde Campeche.,Equipamentos públicos de saúde
"Solicitar o asfaltamento da Travessa Rodolfo Silva, localizada no bairro Coloninha.",Manutenção da infraestrutura viária
"Solicitar que seja feito o asfaltamento da Rua Blides Neves, no trecho compreendido entre os números 638 e 683, localizada no bairro Monte Cristo.",Manutenção da infraestrutura viária
"Solicitar que seja feito o asfaltamento da Travessa Santa Terezinha, localizada no bairro Monte Cristo.",Manutenção da infraestrutura viária
"Solicitar que seja feito o asfaltamento da Travessa das Bananeiras, localizada no bairro Monte Cristo.",Manutenção da infraestrutura viária
"Indica a reconstrução da calçada localizada na Rua Felipe Neves, no bairro Jardim Atlântico",Manutenção da infraestrutura viária
Chamamento público de profissionais de saúde para o CS Armação,Trabalhadores da saúde
"Indica ao Executivo Municipal a necessidade de manutenção dos equipamentos da praça da melhor idade na Rua Abel Álvares Cabral Júnior, no bairro Ingleses.",Criação e manutenção de área de lazer e atividade física
Solicito manutenção e reparo em torno de uma boca de lobo na Rua João Meirelles.,Rede de esgotamento sanitário
"necessidade de instalação de placa de intensificação de sinalização na Rua Milton Francisco Óscar, visando aumentar a segurança no trânsito no bairro Pântano do Sul.",Organização do trânsito
"Indicação reiterada para estudo de viabilidade de implantação de faixa elevada na Av. Mauro Ramos, nº 131 – Centro.",Organização do trânsito
Indicação reiterada de adoção de  modo intermitente nos semáforos localizados na região central de Florianópolis.,Organização do trânsito
Indicação reiterada de estudo de viabilidade para a instalação de faixa elevada para pedestres no trecho de ligação da Rua Antônio Dib Mussi com a Rua Esteves Júnior.,Organização do trânsito
Indicação reiterada de construção de muro na servidão Joaquim Mendes de Euriques.,Manutenção de estrutura
"Solicito reparação de buraco na Rua Saldanha Marinho, em frente ao número 244, no Centro de Florianópolis.",Manutenção da infraestrutura viária
"Solicita recuo da localização da faixa de pedestres no cruzamento entre a Rua do Gramal e a Avenida Pequeno Príncipe, no Bairro Campeche",Organização do trânsito
"Solicita a instalação de novos equipamentos de academia ao ar livre e estação de treino no Portal do Ribeirão, no Bairro Alto Ribeirão Leste",Criação e manutenção de área de lazer e atividade física
"necessidade de realização de calçamento na Rua Milton Francisco Óscar, visando melhores condições de tráfego, segurança e qualidade de vida para os moradores do Pântano do Sul.",Manutenção da infraestrutura viária
"Solicita ao Poder Executivo o conserto do brinquedo ""gira-gira"" danificado na área de lazer da comunidade, localizada na Rua Juvenal Egídio Ramos, nos Açores, visando à segurança e bem-estar das crianças.",Criação e manutenção de área de lazer e atividade física
"Cria a Medalha e o Diploma de Mérito Alessandra Abdalla, em agradecimento às pessoas e entidades que tenham se destacado no município de Florianópolis na luta contra a violência dirigida às mulheres e meninas.",Política para mulheres
"DENOMINA VIA PÚBLICA, SERVIDÃO RECANTO DOS SURFISTAS.",Legalização e denominação de vias e espaços públicos
"DENOMINA VIA PÚBLICA, RUA EMÍLIO SCHNEIDER",Legalização e denominação de vias e espaços públicos
Concede Medalha Manezinho da Ilha Aldírio Simões ao senhor Carlos Trilha Müller,Medalha Manezinho da Ilha Aldírio Simões
Indica a construção de sinalização na esquina entre a Rua Felipe Schimdt e a Rua Hoepcke a respeito da Ponte Hercílio Luz.,Organização do trânsito
"Solicita reparos em ponto de ônibus localizado na Rua Manoel Pizzolati, no Bairro Jardim Atlântico",Manutenção de pontos de ônibus
"Reparo de um afundamento no asfalto localizado próximo à calçada, na Avenida Atlântica.",Manutenção da infraestrutura viária
Indicação Solicitando nivelamento do asfalto na Rua Coronel Pedro Demora 2016,Manutenção da infraestrutura viária
"Sugere a realização, com urgência, de serviços de hidrojato para desentupimento e limpeza da boca de lobo na Rua João Magalhães, bairro Ingleses do Rio Vermelho.",Rede de esgotamento sanitário
Realização de podas das árvores na Rua das Ametistas – Bairro Açores.,Limpeza Urbana
"Senhor Presidente, O Vereador que esta subscreve, na forma regimental, solicita o envio de expediente ao Excelentíssimo Senhor Prefeito Municipal de Florianópolis, Topázio Silveira Neto, requerendo a instalação do sistema de câmeras de reconhecimento facial no bairro Canasvieiras, nesta Capital.",Infraestrutura de segurança
"Requer a realização de Audiência Pública no âmbito da Comissão de Orçamento, Finanças e Tributação (COFT), Comissão de Viação, Obras Públicas e Urbanismo (CVOPU) e Comissão do Meio Ambiente (CMA), a fim de debater sobre o andamento dos investimentos da concessão de água e esgoto.",Gestão e Regulação dos Serviços de Saneamento
"INSTITUI A IDENTIFICAÇÃO UNIVERSAL E OBRIGATÓRIA PARA ACESSO A PROGRAMAS, SERVIÇOS E BENEFÍCIOS SOCIOASSISTENCIAIS E DE SEGURANÇA ALIMENTAR NO MUNICÍPIO DE FLORIANÓPOLIS, ESTABELECE PROCEDIMENTOS PARA ATENDIMENTO A PESSOAS SEM DOCUMENTAÇÃO OFICIAL E DETERMINA MECANISMOS DE TRANSPARÊNCIA E MONITORAMENTO DA POLÍTICA DE INCLUSÃO SOCIAL.",Segurança alimentar e nutricional
Concede Medalha Manezinho da Ilha Aldírio Simões ao senhor Gilmar Justino Marcelino,Medalha Manezinho da Ilha Aldírio Simões
"Altera dispositivos da Lei Ordinária nº 7.474/07, que “Institui a Política Municipal de Saneamento Ambiental e dá outras providências”, para adequá-la ao disposto na Lei Federal nº 14.026, de 15 de julho de 2020 e dá outras providências.",Gestão e Regulação dos Serviços de Saneamento
"Solicita a reforma e reestruturação do playground localizado na Alameda Caminho dos Areais, bairro São João do Rio Vermelho, em Florianópolis.",Criação e manutenção de área de lazer e atividade física
"instalação de lombo-faixas e redutores de velocidade ao longo da Avenida Engenheiro Max de Souza especialmente no cruzamento com rua Abel capela, no bairro de Coqueiros",Organização do trânsito
"Indicação de lajotamento da continuação da Rua Joaquim Carneiro, 814 no bairro Capoeiras.",Manutenção da infraestrutura viária
instalação de carrossel infantil (gira-gira) no parquinho da orla – Bairro Armação.,Criação e manutenção de área de lazer e atividade física
Solicitação de caçamba e manutenção no NEIM Ilha Continente - Capoeiras.,Manutenção da estrutura escolar
Indicação para Recuperação da Pavimentação e Drenagem na Rua Donícia Maria da Costa – Bairro Saco Grande.,Manutenção da infraestrutura viária
"“Dispõe sobre a denominação da Rua Papa Francisco, via pública que parte da Servidão São Paulo, no Bairro da Vargem Grande, nesta Capital.”",Legalização e denominação de vias e espaços públicos
"DENOMINA VIA PÚBLICA, Rua João Canutário de Brito",Legalização e denominação de vias e espaços públicos
Concede Medalha do Mérito Desportivo Miguel Livramento ao coletivo Minas Skate Crew,Medalha do Mérito Desportivo Miguel Livramento
"Indica reparos urgentes na Estrada Francisco Thomas dos Santos, na Costa de Cima do bairro Pântano do Sul",Manutenção da infraestrutura viária
poda de árvore na área externa e manutenção de fossa sanitária do CRAS Capoeiras,Limpeza Urbana
"Desobstrução de bueiro localizado na Rua Francisco Evangelista, em frente ao número 550, na comunidade do Sapé, bairro Jardim Atlântico.",Rede de esgotamento sanitário
"Indica ao Chefe do Poder Executivo Municipal a apresentação de Projeto de Lei Complementar que incluir o art. 46-A, §§1º e 2º, na Lei Complementar nº 63/2003, reduzindo a jornada de trabalho para servidora lactante no âmbito da Administração Pública Municipal.",Direitos e condições de trabalho
"Indica ao Chefe do Poder Executivo Municipal a apresentação de Projeto de Lei Complementar que altera os artigos 101 e 103 da Lei Complementar nº 63/2003, ampliando o prazo da licença-paternidade no âmbito da Administração Pública Municipal.",Direitos e condições de trabalho
Manutenção da estrutura predial do CRAS Capoeiras,Rede de Assistência Social
Adequações de acessibilidade nas dependências e arredores da Câmara de Florianópolis,Acessibilidade
Requer informações sobre o CCDia e a Passarela da Cidadania.,Rede de Assistência Social
"Requer informações sobre o Contrato da Licitação referente ao CCDIA - Centro de Convivência para Adultos em Situação de Rua, a Passarela da Cidadania e a Associação Alberto de Souza.",Rede de Assistência Social
Requer arquivamento do PROJETO DE LEI ORDINÁRIA Nº 19562/2025,Arquivamento de proposição
"Ao Governo de Santa Catarina e SIE-SC, solicitando a implementação de mais faixas de pedestres nos acessos ao elevado do Bairro João Paulo, em Florianópolis",Organização do trânsito
"Ao Governo de Santa Catarina e SIE-SC, solicitando melhorias na iluminação pública na Rodovia João Paulo, especialmente nas áreas dos pontos de ônibus",Iluminação pública
CONCEDE A MEDALHA DIVINO ESPÍRITO SANTO AO SR. PAULO TEIXEIRA DO VALLE PEREIRA,Medalha Divino Espírito Santo
CONCEDE MEDALHA DO MÉRITO DESPORTIVO MIGUEL LIVRAMENTO A “ISABELA VITÓRIA BALASTRELLI DE LIMA”.,Medalha do Mérito Desportivo Miguel Livramento
"CONCEDE A MEDALHA MANEZINHO DA ILHA, ALDÍRIO SIMÕES, AO SR. RENATO CESAR LEBARBENCHON POLLI",Medalha Manezinho da Ilha Aldírio Simões
"Indicação de revitalização e reparos na Ponte José Manoel Agostinho, que atravessa o Canal da Barra da Lagoa.",Manutenção da infraestrutura viária
Indicação de revitalização e reparos na quadra esportiva localizada no Parque Municipal do Morro da Cruz.,Criação e manutenção de área de lazer e atividade física
"Solicita implantação de iluminação pública em travessa/servidão perpendicular à Rua General Rosinha, no Centro.",Iluminação pública
